"","Chrom","ID","n.assoc","START","END","Potra_Gene_ID","num_SNPs","Gene_Length","mean_alleleFreq","Functional_Description","Potri_Gene_ID","Percent_ID","Alignment_Length","Mismatches","Gap_Openings","Query_Start","Query_End","Subject_Start","Subject_End","Expected_Value","Bit_Score","AT_Gene_ID","Percent_ID.1","Alignment_Length.1","Mismatches.1","Gap_Openings.1","Query_Start.1","Query_End.1","Subject_Start.1","Subject_End.1","Expected_Value.1","Bit_Score.1","GO_ID","GO_Description"
"332","Potra001036","Potra001036:34780",2,17978,21345,"Potra001036g08736.1",7,3367,0.087,"protein phosphatase 2C","Potri|007G058700.1",98.18,384,7,0,1,384,1,384,0,784,"Artha|AT3G51470",71.71,350,99,8,34,383,18,359,0,535,"GO:0003824","catalytic activity"
"333","Potra001036","Potra001036:34780",2,67712,73977,"Potra001036g08741.1",12,6265,0.171,"uncharacterized protein LOC104881368","Potri|007G058100.1",92.93,297,21,4,1,297,1,293,0,569,"Artha|AT4G10890",41.67,168,98,26,12,169,244,395,3e-27,115,"NA ",""
"334","Potra001036","Potra001036:34780",2,96847,99090,"Potra001036g08743.1",4,2243,0.184,"uncharacterized protein LOC105115379 isoform","Potri|007G057800.1",94.92,295,15,5,1,295,1,290,0,556,"Artha|AT5G66230",39.34,333,202,70,1,292,217,520,3e-38,142,NA,NA
"335","Potra001036","Potra001036:34780",2,45602,50121,"Potra001036g08739.1",4,4519,0.275,"Probable glycosyltransferase At5g03795","Potri|007G058400.1",97.89,426,9,0,1,426,1,426,0,874,"Artha|AT4G38040",80.1,407,81,0,20,426,19,425,0,700,"NA ",""
"336","Potra001038","Potra001038:117448",2,15598,21712,"Potra001038g08754.1",5,6114,0.223,"Trehalose-phosphate phosphatase","Potri|012G001000.1",98.88,357,4,0,1,357,1,357,0,732,"Artha|AT1G35910",55.22,297,133,10,51,347,83,369,3e-115,343,"GO:0003824","catalytic activity"
"337","Potra001038","Potra001038:117448",2,50069,53049,"Potra001038g08756.1",23,2980,0.201,"Abscisic acid receptor","Potri|012G000800.1",100,191,0,0,1,191,1,191,7e-140,392,"Artha|AT5G53160",84.88,172,26,1,15,186,15,185,7e-105,303,"NA ",""
"338","Potra001038","Potra001038:117448",2,190,11375,"Potra001038g08753.1",2,11185,0.227,"uncharacterized protein LOC105111772","Potri|012G001100.1",97.03,573,17,2,1,571,200,772,0,1156,"Artha|AT5G53150",43.71,517,291,61,3,505,214,683,4e-121,377,"NA ",""
"339","Potra001038","Potra001038:117448",2,21787,32172,"Potra001038g08755.1",5,10385,0.098,"RNA polymerase","Potri|012G000900.1",97.41,1351,35,6,1,1351,1,1345,0,2720,"Artha|AT3G61690",45.17,1386,760,142,10,1351,14,1301,0,988,"GO:0016779","nucleotidyltransferase activity"
"340","Potra001038","Potra001038:117448",2,54463,63620,"Potra001038g08757.1",24,9157,0.199,"dependent zinc metalloprotease","Potri|012G000700.1",97.86,794,17,0,1,794,1,794,0,1603,"Artha|AT5G53170",75.6,787,192,23,4,772,5,786,0,1159,"GO:0016020","membrane"
"341","Potra001038","Potra001038:117448",2,122486,126816,"Potra001038g08762.1",10,4330,0.157,"RNA polymerase sigma","Potri|012G031100.1",98.44,512,8,0,1,512,1,512,0,1024,"Artha|AT5G24120",65.08,524,183,19,1,512,1,517,0,668,"GO:0006355","regulation of transcription, DNA-templated"
"342","Potra001038","Potra001038:117448",2,116877,118517,"Potra001038g08761.1",8,1640,0.144,"uncharacterized protein LOC105118833","Potri|012G000100.1",93.92,296,18,1,1,295,1,296,0,532,"Artha|AT5G24130",60,315,126,21,1,294,1,315,3e-117,343,"NA ",""
"343","Potra001038","Potra001038:117448",2,134836,137048,"Potra001038g08763.1",9,2212,0.146,"MYB-like transcription","Potri|012G031200.1",95.03,161,8,1,1,160,39,199,7e-94,274,"Artha|AT5G53200",71.58,95,27,2,65,158,1,94,4e-41,136,"NA ",""
"352","Potra001047","Potra001047:117539",2,240076,242394,"Potra001047g08903.1",8,2318,0.13,"ribosomal protein S13","Potri|012G128600.1",99.34,151,1,0,1,151,1,151,3e-106,303,"Artha|AT4G00100",92.05,151,12,0,1,151,1,151,2e-99,286,"GO:0006412","translation"
"353","Potra001047","Potra001047:117539",2,44291,46266,"Potra001047g08880.1",9,1975,0.197,"uncharacterized protein LOC105129531","Potri|012G125800.1",98.43,318,5,0,1,318,1,318,0,618,"Artha|AT5G44860",74.69,320,81,3,1,317,1,320,4e-161,456,"NA ",""
"354","Potra001047","Potra001047:117539",2,38076,41171,"Potra001047g08879.1",9,3095,0.127,"MADS-box protein","Potri|012G125600.1",98.37,245,4,0,1,245,1,245,2e-179,497,"Artha|AT5G23260",48.78,246,126,14,1,233,1,245,1e-62,199,"GO:0006355","regulation of transcription, DNA-templated"
"355","Potra001047","Potra001047:117539",2,132655,137566,"Potra001047g08890.1",5,4911,0.264,"jagunal homolog 1","Potri|012G127100.1",95.88,170,7,1,1,169,1,170,3e-112,320,"Artha|AT5G51510",53.8,171,79,3,1,169,1,170,2e-52,168,"GO:0005789","endoplasmic reticulum membrane"
"356","Potra001047","Potra001047:117539",2,88370,93072,"Potra001047g08884.1",13,4702,0.147,"Monocopper oxidase-like protein","Potri|012G126400.1",98.82,593,7,0,1,593,1,593,0,1206,"Artha|AT4G25240",74.78,563,142,1,13,575,11,572,0,884,"GO:0005507","copper ion binding"
"357","Potra001047","Potra001047:117539",2,1330,4239,"Potra001047g08873.1",30,2909,0.124,"Sulfiredoxin, chloroplastic/mitochondrial","Potri|012G124500.1",99.2,125,1,0,1,125,1,125,2e-88,256,"Artha|AT1G31170",70.25,121,36,0,1,121,1,121,8e-53,167,"GO:0032542","sulfiredoxin activity"
"358","Potra001047","Potra001047:117539",2,56193,60973,"Potra001047g08882.1",16,4780,0.194,"molecular chaperone regulator","Potri|012G126000.1",92.56,430,32,7,1,430,1,423,0,729,"Artha|AT5G62390",48.09,470,244,90,1,404,1,446,6e-117,352,"GO:0051087","chaperone binding"
"359","Potra001047","Potra001047:117539",2,28550,35376,"Potra001047g08878.1",41,6826,0.177,"Coatomer subunit delta","Potri|012G125500.1",99.43,529,3,0,1,529,37,565,0,1081,"Artha|AT5G05010",74.81,532,134,10,1,528,1,526,0,772,"NA ",""
"360","Potra001047","Potra001047:117539",2,204167,206196,"Potra001047g08898.1",1,2029,0.213,"PSII ACCUMULATION 2","Potri|015G129600.1",71.2,191,55,1,1,190,1,191,5e-75,227,"Artha|AT5G51545",43.92,189,106,11,1,186,1,181,3e-32,116,"NA ",""
"361","Potra001047","Potra001047:117539",2,116341,118522,"Potra001047g08887.1",4,2181,0.184,"Pectinesterase/pectinesterase inhibitor","Potri|012G126800.1",97.31,520,14,1,1,519,1,520,0,1054,"Artha|AT2G45220",63.08,520,192,11,1,519,2,511,0,682,"GO:0042545","cell wall modification"
"362","Potra001047","Potra001047:117539",2,235854,239169,"Potra001047g08902.1",23,3315,0.191,"Methylosome subunit pICln","Potri|012G128500.1",97.4,231,6,0,1,231,1,231,3e-167,465,"Artha|AT5G62290",66.52,230,77,5,1,228,1,227,1e-94,280,"NA ",""
"363","Potra001047","Potra001047:117539",2,6485,9722,"Potra001047g08875.1",2,3237,0.151,"Probable arabinosyltransferase ARAD1","Potri|012G124600.1",94.15,479,28,12,1,467,1,479,0,930,"Artha|AT2G35100",62.88,458,170,24,23,467,1,447,0,606,"NA ",""
"364","Potra001047","Potra001047:117539",2,177931,180542,"Potra001047g08894.1",6,2611,0.285,"Myb-related protein","Potri|012G127700.1",96.38,276,10,0,1,276,1,276,0,550,"Artha|AT4G22680",62.05,224,85,15,1,218,1,215,3e-88,266,"NA ",""
"365","Potra001047","Potra001047:117539",2,46951,52525,"Potra001047g08881.1",15,5574,0.184,"4-dienoyl-CoA","Potri|012G125900.1",99,299,3,0,1,299,1,299,0,602,"Artha|AT3G12800",77.52,298,67,0,2,299,1,298,4e-157,444,"GO:0008152","metabolic process"
"366","Potra001047","Potra001047:117539",2,186768,199230,"Potra001047g08895.1",15,12462,0.203,"threonine protein kinase","Potri|012G127800.1",93.8,1178,73,39,1,1178,1,1139,0,2263,"Artha|AT5G62310",61.62,1188,456,82,20,1178,30,1164,0,1382,"GO:0004672","protein kinase activity"
"367","Potra001047","Potra001047:117539",2,71441,76935,"Potra001047g08883.1",3,5494,0.216,"Trehalose-phosphate phosphatase","Potri|012G126100.1",95.87,387,16,1,1,386,1,387,0,759,"Artha|AT5G51460",67.01,388,128,10,1,383,1,383,3e-179,508,"GO:0003824","catalytic activity"
"368","Potra001047","Potra001047:117539",2,211134,213643,"Potra001047g08899.1",1,2509,0.198,"Protein EXORDIUM-like","Potri|012G128100.1",98.83,342,4,0,1,342,1,342,0,706,"Artha|AT5G51550",78.55,331,71,1,11,341,8,337,0,524,"NA ",""
"369","Potra001047","Potra001047:117539",2,199466,200112,"Potra001047g08896.1",3,646,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"370","Potra001052","Potra001052:9578",2,15821,19124,"Potra001052g08974.1",16,3303,0.148,"Dihydroflavonol-4-reductase","Potri|003G093700.1",97.05,305,9,0,1,305,1,305,0,627,"Artha|AT2G23910",47.26,292,154,15,14,294,11,298,1e-86,265,"GO:0055114","oxidation-reduction process"
"371","Potra001052","Potra001052:9578",2,73453,74065,"Potra001052g08981.1",6,612,0.25,"conserved unknown protein","Potri|003G092900.1",96.97,165,5,0,1,165,1,165,8e-118,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"372","Potra001052","Potra001052:9578",2,70354,72024,"Potra001052g08980.1",5,1670,0.164,"Protein TORNADO 2","Potri|003G093000.1",97.77,269,6,0,1,269,1,269,0,543,"Artha|AT5G46700",76.21,269,64,0,1,269,1,269,6e-141,401,"GO:0016021","integral component of membrane"
"373","Potra001052","Potra001052:9578",2,7575,10433,"Potra001052g08973.1",7,2858,0.135,"uncharacterized protein LOC105128265","Potri|003G093800.1",97.1,207,6,0,1,207,1,207,2e-145,407,"Artha|AT5G52980",67.37,190,62,2,3,192,5,192,9e-84,251,"NA ",""
"374","Potra001052","Potra001052:9578",2,85335,89682,"Potra001052g08982.1",3,4347,0.166,"zinc-binding family protein","Potri|003G092800.1",98.57,140,2,0,1,140,1,140,7e-103,299,"Artha|AT4G17900",83.1,142,24,1,1,141,21,162,5e-87,258,"NA ",""
"375","Potra001052","Potra001052:9578",2,133336,137888,"Potra001052g08984.1",13,4552,0.153,"carboxyl-terminal hydrolase","Potri|003G092400.1",95.21,856,41,6,20,873,21,872,0,1674,"Artha|AT5G46740",54.57,350,159,8,319,666,158,501,4e-117,376,"GO:0016579","protein deubiquitination"
"376","Potra001052","Potra001052:9578",2,21621,25564,"Potra001052g08975.1",5,3943,0.108,"CCCH domain-containing protein","Potri|003G093600.1",94.34,371,21,2,1,371,1,369,0,664,"Artha|AT1G32360",60.82,388,152,21,1,371,1,384,3e-130,382,"GO:0046872","metal ion binding"
"377","Potra001052","Potra001052:9578",2,47113,49369,"Potra001052g08978.1",1,2256,0.128,"Transcription factor bHLH96","Potri|003G093200.1",94.87,273,14,0,1,273,1,273,0,511,"Artha|AT1G72210",54.37,206,94,15,90,288,114,311,8e-60,196,"GO:0046983","protein dimerization activity"
"378","Potra001052","Potra001052:9578",2,1968,5727,"Potra001052g08972.1",5,3759,0.151,"Nucleolar protein 12","Potri|003G093900.1",90.24,492,48,17,1,476,1,491,0,857,"Artha|AT5G46840",49.9,511,256,46,1,475,1,501,1e-125,379,"GO:0003676","nucleic acid binding"
"379","Potra001052","Potra001052:9578",2,139176,144404,"Potra001052g08985.1",14,5228,0.222,"ribosylation factor GTPase","Potri|003G092300.1",97.53,405,10,1,1,405,1,404,0,810,"Artha|AT4G17890",67.96,412,132,11,2,405,5,413,0,546,"GO:0005096","GTPase activator activity"
"380","Potra001052","Potra001052:9578",2,62512,64480,"Potra001052g08979.1",4,1968,0.143,"H2 finger protein","Potri|003G093100.1",96.47,368,13,0,1,368,1,368,0,734,"Artha|AT3G03550",45.07,284,156,35,1,262,1,271,3e-63,208,"GO:0005515","protein binding"
"381","Potra001052","Potra001052:9578",2,35042,42703,"Potra001052g08977.1",23,7661,0.148,"anchored wall transfer","Potri|003G093300.1",84.51,510,79,53,1,461,1,506,0,836,"Artha|AT4G17910",60.15,409,163,7,54,461,32,434,2e-167,483,"GO:0016746","transferase activity, transferring acyl groups"
"382","Potra001052","Potra001052:9578",2,129382,130463,"Potra001052g08983.1",9,1081,0.272,"Putative gamma-glutamylcyclotransferase","Potri|003G092600.1",94.68,188,10,0,1,188,1,188,5e-132,372,"Artha|AT5G46720",48.02,177,92,7,11,187,4,173,3e-43,145,"NA ",""
"383","Potra001193","Potra001193:5360",2,123385,129865,"Potra001193g10323.1",1,6480,0.061,"ribosylation factor GTPase","Potri|006G084000.1",94.38,463,26,6,29,485,9,471,0,794,"Artha|AT3G53710",64.77,474,167,42,30,485,10,459,0,538,"GO:0005096","GTPase activator activity"
"384","Potra001193","Potra001193:5360",2,2349,6427,"Potra001193g10312.1",6,4078,0.169,"uncharacterized protein LOC105122486","Potri|006G082800.1",97.23,541,15,1,1,541,3,542,0,1092,"Artha|AT5G13660",36.94,563,355,90,21,537,14,532,8e-84,273,"NA ",""
"385","Potra001193","Potra001193:5360",2,76618,87122,"Potra001193g10319.1",5,10504,0.207,"initiation factor TFIID","Potri|006G083500.1",91.65,455,38,33,68,522,76,497,0,744,"Artha|AT3G10070",49.26,408,207,47,121,516,162,534,2e-97,308,"GO:0005669","transcription factor TFIID complex"
"386","Potra001193","Potra001193:5360",2,106220,111654,"Potra001193g10321.1",3,5434,0.188,"UNC93-like protein","Potri|006G083700.1",97.97,444,9,2,1,444,1,442,0,868,"Artha|AT3G09470",70.74,417,122,6,4,419,1,412,0,591,"NA ",""
"387","Potra001193","Potra001193:5360",2,20679,23348,"Potra001193g10314.1",4,2669,0.257,"ACID-INSENSITIVE 5","Potri|006G083000.1",89.87,395,40,22,1,395,1,373,0,655,"Artha|AT2G36270",50,450,225,63,1,395,1,442,3e-117,352,"GO:0003700","transcription factor activity, sequence-specific DNA binding"
"388","Potra001193","Potra001193:5360",2,44662,46858,"Potra001193g10316.1",14,2196,0.171,"Protein LITTLE ZIPPER","Potri|006G083200.1",97.4,77,2,0,13,89,1,77,5e-47,148,"Artha|AT3G52770",82.98,47,8,0,13,59,1,47,1e-20,80.1,NA,NA
"389","Potra001193","Potra001193:5360",2,63974,67100,"Potra001193g10318.1",4,3126,0.14,"Probable uridine nucleosidase","Potri|006G083400.1",89.6,346,36,0,1,346,1,346,0,626,"Artha|AT2G36310",76.68,313,73,0,35,347,19,331,1e-173,491,"NA ",""
"390","Potra001193","Potra001193:5360",2,112320,115951,"Potra001193g10322.1",4,3631,0.097,"Short-chain dehydrogenase TIC","Potri|006G083900.1",95.96,272,11,0,1,272,1,272,0,539,"Artha|AT5G02540",74.45,321,82,0,1,321,1,321,1e-174,491,"GO:0008152","metabolic process"
"391","Potra001193","Potra001193:5360",2,86941,98282,"Potra001193g10320.1",8,11341,0.098,"Chromodomain-helicase-DNA-binding","Potri|006G083600.1",97.25,873,24,4,1,870,1,872,0,1767,"Artha|AT2G37520",56.76,865,374,80,20,867,16,817,0,924,"GO:0005515","protein binding"
"392","Potra001193","Potra001193:5360",2,7798,14567,"Potra001193g10313.1",16,6769,0.218,"Kinesin-like protein","Potri|006G082900.1",98.38,1050,17,0,1,1050,1,1050,0,2128,"Artha|AT2G37420",61.63,1053,404,19,2,1050,1,1038,0,1287,"GO:0008017","microtubule binding"
"393","Potra001193","Potra001193:5360",2,27943,36358,"Potra001193g10315.1",19,8415,0.162,"Cell division protein","Potri|006G083100.1",98.12,479,9,4,1,475,1,479,0,949,"Artha|AT3G52750",74.59,484,123,22,1,474,1,472,0,648,"GO:0003924","GTPase activity"
"394","Potra001193","Potra001193:5360",2,48960,58175,"Potra001193g10317.1",1,9215,0.08,"CAAX prenyl protease 2","Potri|006G083300.1",95.56,315,14,0,1,315,1,315,0,617,"Artha|AT2G36305",60.13,306,122,2,7,312,8,311,4e-129,374,"GO:0016020","membrane"
"407","Potra001204","Potra001204:126030",2,65200,66964,"Potra001204g10399.1",8,1764,0.192,"thioesterase family protein","Potri|014G078900.1",96.03,126,5,0,1,126,1,126,7e-85,248,"Artha|AT3G61200",43.33,120,68,1,5,124,23,141,9e-27,100,NA,NA
"408","Potra001204","Potra001204:126030",2,106815,110105,"Potra001204g10405.1",8,3290,0.276,"2 subunit beta","Potri|014G079700.1",97.48,318,8,0,1,318,1,318,0,639,"Artha|AT4G00560",68.11,323,103,8,1,316,1,322,2e-151,432,"NA ",""
"409","Potra001204","Potra001204:126030",2,97994,101759,"Potra001204g10404.1",32,3765,0.205,"uncharacterized protein LOC105124902 isoform","Potri|014G079500.1",87,277,36,20,1,277,1,257,2e-168,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"410","Potra001204","Potra001204:126030",2,45547,55526,"Potra001204g10397.1",1,9979,0.278,"BON1-associated protein","Potri|014G078600.1",74.57,173,44,2,10,182,13,183,3e-90,266,"Artha|AT2G45760",46.51,129,69,3,10,136,8,135,6e-34,121,"GO:0005515","protein binding"
"411","Potra001204","Potra001204:126030",2,17913,23029,"Potra001204g10394.1",7,5116,0.393,"ATPase ASNA1 homolog","Potri|002G152500.1",98.6,358,5,4,1,358,1,354,0,720,"Artha|AT1G01910",82.57,350,61,0,5,354,4,353,0,592,"GO:0005524","ATP binding"
"412","Potra001204","Potra001204:126030",2,74327,81909,"Potra001204g10401.1",2,7582,0.196,"Cyclin-dependent kinase","Potri|014G079100.1",98.08,416,8,0,1,416,1,416,0,840,"Artha|AT1G73690",71.43,406,116,14,8,412,5,397,0,572,"GO:0004672","protein kinase activity"
"413","Potra001204","Potra001204:126030",2,59570,64660,"Potra001204g10398.1",1,5090,0.121,"Signal recognition particle","Potri|014G078800.1",97.55,367,9,2,1,367,1,365,0,717,"Artha|AT2G45770",79.73,375,76,10,1,367,1,373,0,588,"GO:0005525","GTP binding"
"414","Potra001204","Potra001204:126030",2,110244,111568,"Potra001204g10406.1",6,1324,0.22,"uncharacterized protein LOC105124901","Potri|014G079800.1",100,63,0,0,1,63,1,63,2e-40,133,"Artha|AT4G00585",83.33,60,10,2,4,63,2,59,2e-29,104,"NA ",""
"415","Potra001204","Potra001204:126030",2,93037,96411,"Potra001204g10403.1",7,3374,0.182,"Digalactosyldiacylglycerol synthase 2, chloroplastic","Potri|014G079400.1",97.47,474,12,0,1,474,1,474,0,967,"Artha|AT4G00550",72.51,462,127,4,2,461,3,462,0,717,"NA ",""
"416","Potra001204","Potra001204:126030",2,83948,88003,"Potra001204g10402.1",7,4055,0.228,"Myb-related protein","Potri|014G079300.1",91.14,542,48,27,1,516,1,541,0,956,"Artha|AT5G02320",36.82,516,326,98,39,510,66,527,2e-81,267,"NA ",""
"417","Potra001204","Potra001204:126030",2,36161,38629,"Potra001204g10396.1",4,2468,0.188,"Transcription factor PCF2","Potri|002G152200.1",93.68,348,22,10,1,338,1,348,0,649,"Artha|AT2G45680",53.39,369,172,55,1,336,1,347,1e-99,301,"NA ",""
"418","Potra001204","Potra001204:126030",2,26386,30504,"Potra001204g10395.1",15,4118,0.118,"Peroxisomal membrane protein PEX16","Potri|002G152300.1",91.95,385,31,22,1,363,1,385,0,723,"Artha|AT2G45690",61.13,373,145,16,1,363,1,367,1e-154,444,"NA ",""
"419","Potra001204","Potra001204:126030",2,68780,71622,"Potra001204g10400.1",17,2842,0.2,"1 complex subunit","Potri|014G079000.1",94.12,170,10,9,1,170,1,161,4e-112,320,"Artha|AT4G35410",87.06,170,22,9,1,170,1,161,1e-104,300,"GO:0008565","protein transporter activity"
"420","Potra001204","Potra001204:126030",2,9398,12552,"Potra001204g10392.1",16,3154,0.249,"uncharacterized protein LOC105124929","Potri|002G152700.1",94.1,458,27,9,1,449,1,458,0,874,"Artha|AT4G00770",38.24,455,281,56,21,458,1,416,9e-56,194,NA,NA
"421","Potra001204","Potra001204:126030",2,118805,126773,"Potra001204g10407.1",3,7968,0.112,"dependent malic enzyme","Potri|014G079900.1",99.01,607,6,0,1,607,1,607,0,1248,"Artha|AT4G00570",81.68,595,109,4,13,607,17,607,0,1031,"GO:0051287","NAD binding"
"422","Potra001204","Potra001204:126030",2,127814,130589,"Potra001204g10408.1",6,2775,0.21,"(+)-neomenthol dehydrogenase","Potri|014G080000.1",95.32,299,14,4,14,312,37,331,0,576,"Artha|AT3G61220",56.42,296,129,8,18,311,14,303,1e-113,334,"GO:0008152","metabolic process"
"439","Potra001314","Potra001314:62451",2,68437,74514,"Potra001314g11289.1",12,6077,0.16,"adenylylsulfate reductase-like","Potri|019G035700.1",96.62,296,10,0,1,296,1,296,0,589,"Artha|AT3G03860",54.24,271,124,2,20,290,29,297,1e-97,293,"GO:0045454","cell redox homeostasis"
"440","Potra001314","Potra001314:62451",2,34101,36459,"Potra001314g11284.1",19,2358,0.227,"Myb-related protein","Potri|019G036400.1",96.44,309,11,0,1,309,1,309,0,618,"Artha|AT3G13540",50.77,260,128,39,17,268,15,243,5e-78,241,"NA ",""
"441","Potra001314","Potra001314:62451",2,61362,64871,"Potra001314g11288.1",11,3509,0.321,"Superoxide dismutase  2","Potri|019G035800.1",93.37,166,11,0,1,166,1,166,3e-110,316,"Artha|AT5G18100",74.51,153,39,0,4,156,6,158,2e-77,231,"GO:0006801","superoxide metabolic process"
"442","Potra001314","Potra001314:62451",2,51686,56054,"Potra001314g11287.1",14,4368,0.18,"Tubulin alpha-3","Potri|019G036000.1",99.78,449,1,0,1,449,1,449,0,934,"Artha|AT5G19780",95.63,435,19,0,1,435,1,435,0,853,"GO:0003924","GTPase activity"
"443","Potra001314","Potra001314:62451",2,1548,5097,"Potra001314g11283.1",7,3549,0.279,"Probable glycosyltransferase At5g03795","Potri|019G036500.1",97.46,472,12,0,1,472,1,472,0,951,"Artha|AT4G38040",40.74,351,208,20,121,461,84,424,5e-87,276,"NA ",""
"449","Potra001362","Potra001362:7679",2,29373,32373,"Potra001362g11655.1",14,3000,0.234,"Protein TolB 1","Potri|002G079900.1",98.14,699,13,0,1,699,1,699,0,1402,"Artha|AT1G21680",69.21,695,214,15,7,693,12,699,0,983,"NA ",""
"450","Potra001362","Potra001362:7679",2,12316,15240,"Potra001362g11652.1",12,2924,0.217,"repeat-containing protein","Potri|002G080300.1",97.88,425,9,0,1,425,24,448,0,869,"Artha|AT1G77405",66.11,422,143,3,1,422,19,437,0,601,"NA ",""
"451","Potra001362","Potra001362:7679",2,18755,22794,"Potra001362g11653.1",14,4039,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"452","Potra001362","Potra001362:7679",2,6617,10620,"Potra001362g11651.1",4,4003,0.27,"Metal transporter Nramp1","Potri|002G080400.1",97.28,552,15,0,1,552,1,552,0,1095,"Artha|AT1G80830",61.66,506,194,7,22,520,6,511,0,622,"GO:0005215","transporter activity"
"453","Potra001362","Potra001362:7679",2,27927,30623,"Potra001362g11654.1",14,2696,0.234,"Cyclin-A1-1","Potri|002G080000.1",99.58,236,1,0,1,236,264,499,9e-177,499,"Artha|AT1G44110",81.12,233,44,0,1,233,227,459,2e-142,410,"GO:0005634","nucleus"
"454","Potra001362","Potra001362:7679",2,896,4936,"Potra001362g11650.1",26,4040,0.396,"Metal transporter Nramp1","Potri|002G080500.1",95.6,546,24,0,1,546,1,546,0,1040,"Artha|AT1G80830",60.08,521,208,13,28,542,18,531,0,623,"GO:0005215","transporter activity"
"455","Potra001426","Potra001426:17896",2,138952,148543,"Potra001426g12059.1",6,9591,0.155,"uncharacterized protein LOC105135577","Potri|001G368200.1",94.18,1581,92,10,1,1572,1,1580,0,2915,"Artha|AT5G55820",37.45,697,436,120,955,1564,1141,1804,8e-81,295,"NA ",""
"456","Potra001426","Potra001426:17896",2,14968,18734,"Potra001426g12052.1",10,3766,0.205,"Transmembrane emp24 domain-containing protein","Potri|001G369000.1",98.59,213,3,0,1,213,1,213,1e-155,434,"Artha|AT3G07680",75.71,210,51,2,4,213,1,208,9e-119,340,"GO:0006810","transport"
"457","Potra001426","Potra001426:17896",2,50764,66265,"Potra001426g12055.1",2,15501,0.128,"E3 ubiquitin-protein ligase","Potri|001G368600.1",98.59,3762,53,6,1,3762,1,3756,0,7605,"Artha|AT1G55860",65.23,3794,1319,168,13,3762,261,3930,0,4677,"GO:0004842","ubiquitin-protein transferase activity"
"458","Potra001426","Potra001426:17896",2,21588,24685,"Potra001426g12053.1",9,3097,0.233,"RPM1-interacting protein","Potri|001G368900.1",89.66,87,9,3,10,96,1,84,4e-50,156,"Artha|AT5G55850",72.6,73,20,1,20,91,18,90,5e-30,105,"NA ",""
"459","Potra001426","Potra001426:17896",2,122708,127100,"Potra001426g12057.1",19,4392,0.199,"specific ribonuclease PARN","Potri|001G368400.1",98.32,475,8,1,201,675,1,474,0,957,"Artha|AT1G55870",57.04,675,290,34,3,657,1,661,0,751,"GO:0005634","nucleus"
"460","Potra001426","Potra001426:17896",2,6716,10416,"Potra001426g12051.1",11,3700,0.122,"Cellulose synthase-like","Potri|001G369100.1",91.74,763,63,27,1,763,1,736,0,1446,"Artha|AT1G55850",57.84,759,320,52,10,763,18,729,0,870,"GO:0016020","membrane"
"461","Potra001426","Potra001426:17896",2,153516,162877,"Potra001426g12060.1",4,9361,0.083,"NAD-dependent protein","Potri|001G368100.1",98.71,464,6,0,1,464,1,464,0,949,"Artha|AT5G55760",70.66,467,137,6,1,463,1,465,0,693,"GO:0070403","NAD+ binding"
"462","Potra001426","Potra001426:17896",2,113536,122524,"Potra001426g12056.1",9,8988,0.139,"Ribosomal RNA small subunit methyltransferase B","Potri|001G368500.1",96.96,527,16,3,5,528,1,527,0,1039,"Artha|AT3G13180",75.57,524,128,1,5,528,1,523,0,805,"GO:0003723","RNA binding"
"463","Potra001426","Potra001426:17896",2,27303,33157,"Potra001426g12054.1",15,5854,0.198,"repeat-containing protein","Potri|001G368700.1",96.65,1134,38,1,17,1150,1,1133,0,2260,"Artha|AT5G55840",55.61,1122,498,1,29,1149,14,1135,0,1267,"NA ",""
"482","Potra001546","Potra001546:34198",2,112574,118434,"Potra001546g12822.1",5,5860,0.256,"uncharacterized protein LOC105123666","Potri|008G145000.1",97.08,137,4,0,1,137,1,137,1e-93,271,"Artha|AT4G39900",43.18,44,25,1,93,136,191,233,2e-06,45.1,"NA ",""
"483","Potra001546","Potra001546:34198",2,51154,54699,"Potra001546g35078.1",12,3545,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Potra001546","Potra001546:34198",2,77030,80355,"Potra001546g12818.1",3,3325,0.239,"ATP-dependent Clp","Potri|008G145500.1",98.31,178,3,0,1,178,1,178,3e-126,357,"Artha|AT1G68660",33.57,140,93,26,42,174,35,155,3e-13,63.9,"GO:0030163","protein catabolic process"
"485","Potra001546","Potra001546:34198",2,56889,61576,"Potra001546g12815.1",22,4687,0.186,"WAT1-related protein","Potri|008G145800.1",96.06,355,14,5,1,350,1,355,0,679,"Artha|AT3G28050",46.09,358,193,13,4,349,8,364,1e-94,290,"GO:0016020","membrane"
"486","Potra001546","Potra001546:34198",2,50317,54699,"Potra001546g12814.1",12,4382,0.223,"threonine-protein kinase","Potri|008G145900.1",97.5,360,9,0,1,360,1,360,0,733,"Artha|AT1G24030",75.4,374,92,17,1,358,1,373,0,568,"GO:0004672","protein kinase activity"
